id,id_accs,id_props
a062A00001Whki9QAB,0012A000023YLqwQAG,a0I2A00000XQHA6UAP
a062A00001WhkjqQAB,0012A000023YLqwQAG,a0I2A00000XQHBuUAP
a062A00001Whkl3QAB,0012A000023YLqwQAG,a0I2A00000XQHCaUAP
a062A00001WhkllQAB,0012A000023YLqwQAG,a0I2A00000XQHD6UAP
a062A00001WhknYQAR,0012A000023YLqwQAG,a0I2A00000XQHEXUA5
a062A00001WhkoKQAR,0012A000023YLqwQAG,a0I2A00000XQHFRUA5
a062A00001Whkp6QAB,0012A000023YLqwQAG,a0I2A00000XQHDaUAP
a062A00001WhkpBQAR,0012A000023YLqwQAG,a0I2A00000XQHFxUAP
a062A00001WhkpGQAR,0012A000023YLqwQAG,a0I2A00000XQHG1UAP
a062A00001WhkpfQAB,0012A000023YLqwQAG,a0I2A00000XQHGcUAP
a062A00001WhkqWQAR,0012A000023YLqwQAG,a0I2A00000XQH7DUAX
a062A00001WhkrQQAR,0012A000023YLqwQAG,a0I2A00000XQHFZUA5
a062A00001Whkt9QAB,0012A000023YLqwQAG,a0I2A00000XQHIHUA5
a062A00001WhktDQAR,0012A000023YLqwQAG,a0I2A00000XQHIMUA5
a062A00001WhkwjQAB,0012A000023YLqwQAG,a0I2A00000XQHKWUA5
a062A00001WhkytQAB,0012A000023YLqwQAG,a0I2A00000XQHTyUAP
a062A00001WhkzlQAB,0012A000023YLqwQAG,a0I2A00000XQHPUUA5
a062A00001Whl0xQAB,0012A000023YLqwQAG,a0I2A00000XQHNLUA5
a062A00001Whl3sQAB,0012A000023YLqwQAG,a0I2A00000XQHPoUAP
a062A00001Whl9NQAR,0012A000023YLqwQAG,a0I2A00000XQHTIUA5
a062A00001WhlBzQAJ,0012A000023YLqwQAG,a0I2A00000XQHUbUAP
a062A00001WhlCCQAZ,0012A000023YLqwQAG,a0I2A00000XQHWHUA5
a062A00001WhlCDQAZ,0012A000023YLqwQAG,a0I2A00000XQHWJUA5
a062A00001WhlCsQAJ,0012A000023YLqwQAG,a0I2A00000XQHWoUAP
a062A00001WhlEZQAZ,0012A000023YLqwQAG,a0I2A00000XQHY8UAP
a062A00001WhlEoQAJ,0012A000023YLqwQAG,a0I2A00000XQHYFUA5
a062A00001WhlF7QAJ,0012A000023YLqwQAG,a0I2A00000XQHYuUAP
a062A00001WhlH1QAJ,0012A000023YLqwQAG,a0I2A00000XQHZnUAP
a062A00001WhlHBQAZ,0012A000023YLqwQAG,a0I2A00000XQHZvUAP
a062A00001WhlHcQAJ,0012A000023YLqwQAG,a0I2A00000XQHaLUAX
a062A00001WhlI7QAJ,0012A000023YLqwQAG,a0I2A00000XQHamUAH
a062A00001WhlINQAZ,0012A000023YLqwQAG,a0I2A00000XQHb0UAH
a062A00001WhlJbQAJ,0012A000023YLqwQAG,a0I2A00000XQHc8UAH
a062A00001WhlKiQAJ,0012A000023YLqwQAG,a0I2A00000XQHcsUAH
a062A00001WhlKkQAJ,0012A000023YLqwQAG,a0I2A00000XQHcjUAH
a062A00001WhlLCQAZ,0012A000023YLqwQAG,a0I2A00000XQHdVUAX
a062A00001WhlM4QAJ,0012A000023YLqwQAG,a0I2A00000XQHe0UAH
a062A00001WhlM9QAJ,0012A000023YLqwQAG,a0I2A00000XQHe4UAH
a062A00001WhlNXQAZ,0012A000023YLqwQAG,a0I2A00000XQHf1UAH
a062A00001WhlOYQAZ,0012A000023YLqwQAG,a0I2A00000XQHjAUAX
a062A00001WhlQGQAZ,0012A000023YLqwQAG,a0I2A00000XQHgqUAH
a062A00001WhlR8QAJ,0012A000023YLqwQAG,a0I2A00000XQHhYUAX
a062A00001WhlSWQAZ,0012A000023YLqwQAG,a0I2A00000XQHiXUAX
a062A00001WhlSrQAJ,0012A000023YLqwQAG,a0I2A00000XQHioUAH
a062A00001WhlXKQAZ,0012A000023YLqwQAG,a0I2A00000XQHmHUAX
a062A00001WhlXNQAZ,0012A000023YLqwQAG,a0I2A00000XQHmIUAX
a062A00001WhlXnQAJ,0012A000023YLqwQAG,a0I2A00000XQHmdUAH
a062A00001WhlbIQAR,0012A000023YLqwQAG,a0I2A00000XQHpRUAX
a062A00001WhlcQQAR,0012A000023YLqwQAG,a0I2A00000XQHq6UAH
a062A00001WhlgJQAR,0012A000023YLqwQAG,a0I2A00000XQHtAUAX
a062A00001WhlpXQAR,0012A000023YLqwQAG,a0I2A00000XQI0CUAX
a062A00001WhlqXQAR,0012A000023YLqwQAG,a0I2A00000XQI0tUAH
a062A00001WhlqYQAR,0012A000023YLqwQAG,a0I2A00000XQI0uUAH
a062A00001WhlrjQAB,0012A000023YLqwQAG,a0I2A00000XQI21UAH
a062A00001WhlsBQAR,0012A000023YLqwQAG,a0I2A00000XQI2YUAX
a062A00001WhlvMQAR,0012A000023YLqwQAG,a0I2A00000XQIghUAH
a062A00001Whlx2QAB,0012A000023YLqwQAG,a0I2A00000XQI5hUAH
a062A00001Whm3aQAB,0012A000023YLqwQAG,a0I2A00000XQIA6UAP
a062A00001Whm3yQAB,0012A000023YLqwQAG,a0I2A00000XQIAFUA5
a062A00001Whm8xQAB,0012A000023YLqwQAG,a0I2A00000XQIHgUAP
a062A00001WhmA2QAJ,0012A000023YLqwQAG,a0I2A00000XQIHlUAP
a062A00001WhmPdQAJ,0012A000023YLqwQAG,a0I2A00000XQIRnUAP
a062A00001WhmPwQAJ,0012A000023YLqwQAG,a0I2A00000XQIfDUAX
a062A00001WhmPzQAJ,0012A000023YLqwQAG,a0I2A00000XQIS9UAP
a062A00001WhmQrQAJ,0012A000023YLqwQAG,a0I2A00000XQISUUA5
a062A00001WhmS6QAJ,0012A000023YLqwQAG,a0I2A00000XQITGUA5
a062A00001WhmTEQAZ,0012A000023YLqwQAG,a0I2A00000XQIOYUA5
a062A00001WhmUQQAZ,0012A000023YLqwQAG,a0I2A00000XQIUmUAP
a062A00001WhmXJQAZ,0012A000023YLqwQAG,a0I2A00000XQIWRUA5
a062A00001WhmXKQAZ,0012A000023YLqwQAG,a0I2A00000XQIWSUA5
a062A00001WhmXZQAZ,0012A000023YLqwQAG,a0I2A00000XQIWZUA5
a062A00001WhmXrQAJ,0012A000023YLqwQAG,a0I2A00000XQIWjUAP
a062A00001WhmYLQAZ,0012A000023YLqwQAG,a0I2A00000XQIWxUAP
a062A00001WhmYdQAJ,0012A000023YLqwQAG,a0I2A00000XQIXGUA5
a062A00001WhmZ3QAJ,0012A000023YLqwQAG,a0I2A00000XQIXQUA5
a062A00001WhmcTQAR,0012A000023YLqwQAG,a0I2A00000XQIZiUAP
a062A00001Whmd3QAB,0012A000023YLqwQAG,a0I2A00000XQIa7UAH
a062A00001Whme9QAB,0012A000023YLqwQAG,a0I2A00000XQIazUAH
a062A00001WhmeHQAR,0012A000023YLqwQAG,a0I2A00000XQISWUA5
a062A00001WhmfyQAB,0012A000023YLqwQAG,a0I2A00000XQIc5UAH
a062A00001WhmgTQAR,0012A000023YLqwQAG,a0I2A00000XQIcQUAX
a062A00001WhmgaQAB,0012A000023YLqwQAG,a0I2A00000XQIcZUAX
a062A00001WhmgiQAB,0012A000023YLqwQAG,a0I2A00000XQIceUAH
a062A00001WhmgqQAB,0012A000023YLqwQAG,a0I2A00000XQIcjUAH
a062A00001WhmhlQAB,0012A000023YLqwQAG,a0I2A00000XQIdgUAH
a062A00001WhmiOQAR,0012A000023YLqwQAG,a0I2A00000XQIeKUAX
a062A00001WhmjeQAB,0012A000023YLqwQAG,a0I2A00000XQIf3UAH
a062A00001WhmkCQAR,0012A000023YLqwQAG,a0I2A00000XQIfmUAH
a062A00001WhmlDQAR,0012A000023YLqwQAG,a0I2A00000XQIrNUAX
a062A00001WhmlLQAR,0012A000023YLqwQAG,a0I2A00000XQIgvUAH
a062A00001WhmmfQAB,0012A000023YLqwQAG,a0I2A00000XQIhyUAH
a062A00001WhmmvQAB,0012A000023YLqwQAG,a0I2A00000XQIiDUAX
a062A00001WhmndQAB,0012A000023YLqwQAG,a0I2A00000XQIilUAH
a062A00001WhmniQAB,0012A000023YLqwQAG,a0I2A00000XQIigUAH
a062A00001WhmnwQAB,0012A000023YLqwQAG,a0I2A00000XQIj1UAH
a062A00001WhmowQAB,0012A000023YLqwQAG,a0I2A00000XQIjWUAX
a062A00001Whmp7QAB,0012A000023YLqwQAG,a0I2A00000XQIjlUAH
a062A00001WhmpPQAR,0012A000023YLqwQAG,a0I2A00000XQIjyUAH
a062A00001WhmpZQAR,0012A000023YLqwQAG,a0I2A00000XQIk5UAH
a062A00001WhmqlQAB,0012A000023YLqwQAG,a0I2A00000XQIl4UAH
a062A00001WhmtEQAR,0012A000023YLqwQAG,a0I2A00000XQIn5UAH
a062A00001Whmu8QAB,0012A000023YLqwQAG,a0I2A00000XQInjUAH
a062A00001WhmuMQAR,0012A000023YLqwQAG,a0I2A00000XQInvUAH
a062A00001WhmvNQAR,0012A000023YLqwQAG,a0I2A00000XQIoiUAH
a062A00001WhmwEQAR,0012A000023YLqwQAG,a0I2A00000XQIpRUAX
a062A00001WhmwxQAB,0012A000023YLqwQAG,a0I2A00000XQIqFUAX
a062A00001WhmzTQAR,0012A000023YLqwQAG,a0I2A00000XQIpLUAX
a062A00001WhmzsQAB,0012A000023YLqwQAG,a0I2A00000XQIpUUAX
a062A00001WhmztQAB,0012A000023YLqwQAG,a0I2A00000XQIpVUAX
a062A00001Whn0MQAR,0012A000023YLqwQAG,a0I2A00000XQIsaUAH
a062A00001Whn0kQAB,0012A000023YLqwQAG,a0I2A00000XQIseUAH
a062A00001Whn2BQAR,0012A000023YLqwQAG,a0I2A00000XQItTUAX
